study_hours,sleep_hours,break_frequency,concentration_level,burnout_risk
7.2,6.3,40,2,36.07
7.8,13.3,52,4,2.75
17.1,13.5,30,2,65.42
10.2,4.9,43,2,67.96
10.7,8.4,20,4,26.4
6.4,6.1,55,1,41.11
7.2,12.8,28,1,23.23
6.9,7.6,33,4,20.06
7.9,5.8,44,4,29.28
19.7,6.9,49,1,100.0
9.7,6.8,31,2,57.16
9.8,10.2,11,4,26.39
8.1,3.5,13,1,58.86
7.8,10.0,43,4,12.15
1.2,6.9,49,2,0.0
6.2,7.7,59,1,38.0
5.3,2.4,8,4,36.98
9.7,14.5,41,4,2.69
6.8,10.8,38,3,21.78
7.0,14.4,11,3,3.94
9.9,6.8,8,2,63.74
14.4,7.3,13,2,85.99
3.7,12.4,6,4,0.0
19.2,4.2,60,1,100.0
1.2,13.5,59,2,0.0
6.2,3.5,31,4,41.68
8.5,6.4,36,4,33.66
6.0,6.5,24,2,35.89
15.3,2.3,59,1,100.0
10.5,6.1,25,2,60.9
8.3,13.2,21,2,23.05
15.5,14.9,46,4,30.65
4.2,7.7,47,2,21.54
6.6,14.3,55,5,0.0
3.4,11.8,17,2,1.17
8.8,6.9,28,4,26.46
6.4,11.9,10,2,19.09
1.8,6.7,30,3,0.79
15.9,6.9,36,4,65.37
9.3,7.4,59,3,31.92
7.1,6.1,6,3,50.25
7.8,6.5,9,1,53.66
10.0,10.8,9,2,47.53
8.7,4.6,18,2,57.24
7.6,13.1,55,2,0.0
6.9,7.0,10,3,38.47
16.1,7.7,24,5,69.7
8.9,4.0,38,5,43.43
3.6,6.1,21,5,12.09
9.7,10.8,7,1,52.27
7.3,6.7,59,1,36.07
7.0,6.2,37,3,21.73
8.7,13.2,13,4,7.72
5.0,6.7,10,3,36.04
3.4,7.4,13,4,1.85
15.4,7.3,22,5,59.23
7.6,6.3,44,4,18.57
8.6,6.5,12,4,39.38
11.4,8.3,21,4,50.23
9.8,3.9,59,2,73.65
9.8,6.4,29,3,37.41
9.7,6.9,29,1,51.97
14.8,4.4,57,2,93.68
8.9,6.8,13,5,32.47
19.2,6.3,13,2,100.0
7.4,9.2,8,3,16.8
4.9,14.7,19,1,6.12
6.5,7.0,14,4,23.38
12.9,13.3,19,5,26.7
7.8,7.4,21,5,17.78
9.8,6.1,42,4,35.65
16.8,10.5,41,1,79.38
8.1,2.2,7,1,78.84
9.6,14.1,23,3,12.45
6.3,6.7,25,5,15.7
19.9,2.4,58,3,100.0
9.7,4.4,58,4,31.53
7.1,2.5,43,5,27.63
8.0,7.4,5,4,34.19
8.0,9.4,28,4,20.36
9.5,7.2,22,2,53.12
8.5,6.3,21,5,29.04
9.8,6.5,36,1,60.2
12.5,12.0,33,2,41.35
10.0,8.9,52,2,48.69
8.7,2.3,6,2,79.4
1.8,12.1,45,3,0.0
9.9,8.3,7,5,33.67
9.5,7.7,11,3,57.6
7.3,6.2,26,1,46.63
6.0,12.9,42,1,12.69
4.5,6.2,12,5,18.53
9.2,3.6,39,5,32.59
7.1,14.4,8,2,5.88
9.4,7.1,47,5,23.36
7.7,11.1,47,5,0.0
9.7,6.8,25,2,51.73
9.9,10.6,41,1,45.13
6.6,6.7,58,5,10.33
8.0,2.1,19,3,58.79
7.4,7.5,49,1,33.66
9.0,7.2,32,1,49.13
19.9,14.6,46,4,60.45
7.2,7.9,51,3,21.59
6.1,9.7,9,5,0.0
8.7,7.4,37,3,34.43
8.1,14.4,8,2,14.24
8.7,13.1,9,5,0.0
2.9,8.1,49,1,19.31
13.3,2.4,57,1,84.79
8.7,7.5,7,5,27.52
9.1,3.1,59,3,50.25
6.1,10.4,25,5,0.0
3.9,14.8,10,5,0.0
6.2,14.7,15,5,0.0
16.5,3.5,29,1,100.0
8.6,7.9,12,4,35.18
10.8,4.2,57,3,59.76
12.5,9.5,32,5,35.27
8.8,11.2,56,4,0.69
16.9,9.3,5,3,84.85
8.3,4.7,57,3,28.76
3.7,7.4,56,5,0.0
2.1,9.2,30,3,0.0
8.3,13.9,36,4,5.35
11.0,12.8,8,2,39.45
7.5,7.3,51,5,17.42
9.8,13.3,28,5,12.74
1.2,5.4,47,3,0.0
12.7,8.9,38,2,60.32
7.3,9.0,51,4,10.64
8.1,13.9,28,1,23.57
9.0,3.7,51,2,57.16
16.2,6.6,35,3,80.17
12.9,6.1,13,4,75.66
7.8,11.3,53,3,0.85
6.5,8.0,55,5,2.13
7.1,13.8,19,3,2.38
6.5,5.0,33,5,26.29
15.3,10.0,14,1,87.53
8.7,5.0,53,3,53.05
6.1,13.1,17,4,0.0
8.3,13.5,6,3,8.65
9.5,6.2,18,5,34.82
6.9,6.5,57,4,6.7
16.9,6.8,48,1,85.3
2.0,7.3,45,4,0.0
3.8,6.2,20,3,17.26
10.1,5.5,8,4,53.86
9.3,7.8,26,5,28.0
9.6,8.8,34,2,42.52
8.5,7.0,25,2,47.3
6.5,12.2,59,1,9.9
9.7,6.1,44,1,55.46
7.0,6.1,12,4,26.05
7.7,7.9,40,1,32.53
7.1,7.0,19,3,32.71
11.8,13.9,14,4,21.09
7.6,13.1,54,5,2.78
6.0,5.1,54,5,20.82
8.0,13.3,36,5,0.0
9.8,7.0,20,4,29.76
1.9,7.2,51,3,0.0
19.8,8.0,19,4,96.81
15.3,9.2,43,3,61.92
16.5,14.4,43,4,44.05
8.7,7.4,48,5,18.15
5.3,3.8,5,3,44.35
11.2,8.4,7,4,44.3
10.0,6.4,57,1,49.43
9.9,7.0,21,2,50.23
7.3,7.0,59,3,17.08
5.2,6.8,16,5,5.62
9.5,4.6,53,4,40.64
7.8,7.2,39,4,21.43
9.7,4.5,59,3,50.4
13.2,12.9,6,2,49.62
18.7,6.0,39,2,100.0
6.8,13.2,15,5,0.0
13.6,9.6,31,3,62.05
2.8,12.1,23,5,0.0
1.4,6.6,24,3,4.87
19.7,6.9,15,2,100.0
8.9,6.1,58,5,22.98
3.1,10.9,32,3,0.0
8.8,9.7,21,5,18.94
9.7,7.9,16,1,71.31
6.6,11.0,9,5,4.64
7.6,7.3,43,3,27.7
1.1,7.9,59,1,5.36
4.4,7.0,30,2,32.34
6.3,7.9,27,1,31.81
16.5,3.1,44,2,93.63
6.9,5.5,16,4,33.1
7.8,2.7,6,5,36.74
8.4,7.1,11,4,41.29
19.7,11.7,16,5,67.03
5.4,5.4,47,2,32.2
15.7,11.2,15,2,70.46
8.5,9.0,28,2,34.02
7.8,4.8,25,5,33.87
7.9,8.8,53,1,24.05
8.5,4.9,27,3,46.79
6.8,6.5,16,3,35.37
7.1,6.5,49,1,30.31
6.1,3.5,32,2,43.02
16.5,7.0,52,4,69.3
17.1,5.4,38,4,77.18
13.4,8.0,41,1,81.68
13.5,7.8,5,1,82.77
10.0,6.9,10,5,36.33
7.4,7.0,59,5,16.06
9.6,7.2,8,4,52.8
8.8,10.2,44,2,41.16
6.9,7.3,46,2,30.97
6.2,7.8,17,4,16.72
6.5,7.8,23,4,22.06
6.2,7.7,25,5,21.05
7.2,4.8,38,4,32.83
6.9,8.0,29,5,17.4
9.9,4.9,27,4,56.64
1.4,6.1,27,2,14.98
19.4,6.9,10,1,100.0
6.7,7.4,22,1,42.69
11.5,7.3,7,2,62.2
7.4,7.8,44,2,30.37
9.6,14.2,38,2,11.67
1.3,14.6,10,1,0.0
8.1,7.5,38,5,8.52
9.6,14.2,49,3,0.0
9.8,12.2,6,5,4.98
9.6,6.2,19,2,47.17
12.8,6.1,35,1,72.59
16.1,6.3,37,2,84.48
4.0,6.1,47,3,17.39
15.3,6.8,56,1,85.21
16.8,6.4,6,3,93.37
13.2,7.7,33,4,60.02
6.6,6.4,12,5,28.98
4.3,3.6,8,1,49.32
6.5,11.5,5,5,0.0
8.0,7.1,5,2,52.79
12.2,6.5,51,4,48.18
16.1,7.1,33,3,70.73
4.6,9.7,48,1,10.02
9.2,9.4,42,4,16.73
15.3,4.1,29,1,100.0
11.3,6.0,22,1,67.29
8.3,6.9,16,4,26.9
6.4,6.1,15,4,34.64
9.6,3.5,9,5,56.82
18.3,7.2,11,5,76.65
9.6,3.8,57,2,55.97
3.1,7.2,41,4,0.0
9.5,6.9,47,3,34.19
8.4,10.3,39,3,15.96
7.8,6.3,57,2,43.51
7.6,11.5,37,3,16.52
7.6,7.5,13,2,38.35
7.3,7.1,21,5,25.51
7.0,6.2,51,3,28.22
4.6,7.9,51,1,11.86
8.2,9.2,7,3,23.5
7.3,7.1,44,3,24.11
6.1,7.8,21,2,32.41
6.8,8.0,43,5,9.1
9.0,3.3,17,3,59.88
2.3,14.8,7,5,0.0
7.9,7.5,23,3,41.86
4.7,2.4,41,2,32.32
9.1,7.3,50,5,4.94
9.5,7.3,10,2,60.29
12.5,9.4,38,5,42.24
7.6,4.6,39,2,36.99
6.0,3.6,43,3,31.75
2.6,11.2,18,4,0.0
7.8,6.7,58,2,36.28
2.7,11.6,16,3,0.0
7.3,7.0,32,5,14.16
10.0,14.8,43,2,11.74
7.1,9.1,6,1,37.84
16.5,5.7,43,4,82.19
6.0,7.8,53,3,13.99
7.3,7.9,42,1,27.22
15.9,14.2,29,2,57.09
9.1,14.9,31,4,0.0
6.6,8.0,60,3,7.76
9.2,10.7,38,3,20.36
7.2,3.9,32,2,47.11
8.4,6.9,47,5,22.27
7.0,7.0,46,5,17.71
8.0,6.8,50,1,42.17
8.7,2.1,31,4,50.0
9.6,3.5,13,3,57.52
9.7,6.8,33,2,53.54
7.6,6.3,12,4,38.16
7.4,7.2,58,1,28.75
9.5,4.4,56,3,51.18
13.5,12.5,43,1,54.3
6.6,6.0,6,5,14.68
6.3,7.4,60,2,25.04
18.3,8.0,21,5,77.97
8.4,6.8,43,1,50.89
9.3,12.4,42,4,15.81
8.1,7.7,40,5,26.68
7.1,12.7,18,5,0.0
12.8,7.1,27,4,58.83
9.2,7.6,5,1,58.96
17.0,6.9,5,1,99.8
15.3,6.5,7,3,84.65
10.0,5.6,44,4,36.47
7.4,4.6,27,1,55.25
5.2,2.4,32,4,24.87
7.4,10.7,20,2,24.28
7.1,4.1,33,3,42.92
7.3,6.5,37,4,27.45
8.2,6.6,36,5,26.38
6.4,7.7,59,2,21.7
6.7,5.7,51,1,26.49
5.6,7.7,27,3,23.8
10.9,6.4,51,1,68.8
8.3,6.0,51,4,29.22
8.8,7.7,50,5,22.06
8.3,8.9,57,4,21.38
6.9,7.6,37,4,19.73
17.5,6.2,59,3,78.97
6.4,3.4,46,5,20.42
7.2,5.9,37,5,19.63
8.9,7.1,42,2,43.07
8.2,7.5,7,1,52.19
9.4,2.5,38,2,77.53
8.3,15.0,53,5,0.0
6.9,6.9,32,4,13.83
8.6,6.8,12,2,37.6
8.8,7.1,53,1,46.96
4.6,12.5,13,4,0.0
2.3,7.2,9,5,0.01
4.7,7.1,35,5,1.25
9.1,7.5,57,3,33.24
12.1,14.0,39,5,11.18
9.5,7.8,39,1,49.47
18.7,8.7,9,1,100.0
10.8,5.9,37,2,61.43
9.6,2.5,51,1,65.74
8.9,7.4,17,4,36.83
17.6,14.2,29,4,43.36
8.7,7.6,47,3,26.29
9.2,8.2,28,4,28.91
8.0,13.9,59,2,2.57
3.2,7.6,15,2,17.19
2.9,6.8,55,1,27.39
11.8,2.2,23,5,63.07
9.2,2.0,15,4,56.32
5.1,7.9,37,2,19.35
2.1,7.3,34,4,0.0
7.1,9.5,18,4,16.17
13.2,11.1,5,1,72.8
15.2,4.7,35,1,85.53
8.8,6.6,7,2,52.41
2.5,14.7,47,2,0.0
7.2,13.1,29,5,0.0
6.6,7.6,29,1,43.06
7.9,6.6,55,2,29.81
6.9,7.9,58,3,15.38
2.0,14.9,22,1,0.0
6.6,6.4,48,1,45.09
8.1,9.6,58,2,25.77
14.3,5.7,38,2,72.59
16.0,6.9,18,4,75.15
12.7,7.6,49,2,56.42
8.9,6.3,48,1,52.25
2.5,5.1,31,2,27.95
4.0,7.4,35,3,20.83
7.5,6.2,47,1,52.8
6.9,9.9,6,3,21.09
14.1,7.6,58,5,46.62
8.8,14.0,36,4,1.83
12.7,12.8,41,2,40.64
2.6,6.1,38,3,15.95
12.5,6.1,38,2,62.84
15.3,7.0,34,5,61.01
6.7,6.9,37,1,38.04
6.4,7.0,28,1,32.13
6.8,12.1,37,5,0.0
8.2,13.4,30,4,0.0
16.3,6.4,45,2,87.73
8.0,8.6,40,3,19.3
9.1,3.8,45,4,51.04
8.0,2.8,10,1,79.7
9.0,7.7,21,3,36.59
9.8,6.2,28,5,49.74
3.9,6.6,20,4,6.89
15.3,7.5,48,2,70.17
6.8,6.5,28,3,31.09
9.6,12.8,9,3,19.84
3.3,6.7,28,1,28.42
6.6,13.2,58,5,0.0
9.0,7.0,30,1,49.93
7.8,5.4,24,2,56.19
7.8,6.4,32,4,36.28
6.6,7.5,24,5,17.98
10.6,8.8,33,4,30.23
12.6,7.5,38,2,75.34
10.3,10.1,55,3,29.68
6.8,12.1,58,5,0.0
6.1,14.7,32,5,0.0
9.9,14.2,60,5,0.0
8.0,8.1,30,5,15.37
18.0,3.8,51,5,88.19
8.9,7.6,36,5,27.89
8.4,9.4,25,1,31.74
8.0,14.3,22,3,0.0
8.0,5.1,16,1,68.74
7.1,6.0,39,3,30.88
13.1,12.0,58,4,20.86
8.7,6.0,26,3,54.17
13.4,7.8,57,1,65.32
7.5,7.6,33,2,36.53
7.9,13.8,23,1,16.67
7.8,7.8,22,2,43.13
6.9,5.9,60,2,34.87
9.3,4.6,22,4,43.95
9.2,6.1,48,4,43.05
6.6,13.4,51,1,0.0
7.2,5.0,53,2,41.7
6.2,14.1,20,2,0.0
7.8,10.4,48,1,29.17
10.4,6.2,60,4,30.77
6.6,6.0,23,5,16.36
8.1,13.5,53,4,0.0
6.9,2.1,56,3,44.13
16.4,7.4,13,4,72.7
9.2,7.3,37,1,51.51
3.2,9.7,60,3,0.0
6.5,6.3,17,5,21.88
7.2,7.2,15,3,29.4
9.5,6.2,37,3,46.29
15.7,4.8,41,2,89.72
19.9,6.4,34,5,88.89
8.0,8.0,43,5,15.07
6.0,7.4,50,1,27.14
7.9,2.5,13,3,62.72
4.1,6.5,27,3,24.67
10.1,7.7,28,3,42.53
8.3,6.9,36,5,21.84
8.0,3.1,53,1,64.58
6.4,11.1,42,2,15.92
7.0,13.3,8,3,10.74
18.1,4.5,48,3,100.0
6.9,7.8,45,1,35.9
4.5,4.7,50,4,14.28
9.3,6.1,31,1,58.94
12.1,2.8,15,5,66.3
5.1,7.5,25,4,10.75
7.3,6.1,18,2,56.59
14.5,2.3,22,3,100.0
7.8,13.6,28,5,0.0
7.6,9.1,24,3,30.94
8.0,9.3,45,4,11.73
19.2,9.5,30,2,95.66
2.4,14.9,35,1,0.0
8.0,6.5,56,3,23.23
7.8,2.0,20,2,73.01
6.2,9.9,45,2,11.21
9.4,7.5,52,1,51.09
9.0,6.5,46,5,26.97
8.9,7.4,43,2,35.37
8.6,7.2,23,4,30.65
8.4,7.3,11,2,40.37
6.4,3.3,56,3,46.83
9.5,6.4,20,1,66.85
8.8,7.0,28,2,48.05
8.1,3.4,10,2,72.33
6.2,6.6,44,2,39.99
7.6,6.9,20,1,51.98
6.6,12.1,40,3,2.84
7.0,9.6,43,5,0.0
7.0,4.3,19,3,46.26
8.0,12.9,44,3,0.0
14.3,6.7,54,2,73.75
18.3,10.6,8,5,66.53
16.3,2.9,60,3,87.21
9.6,13.5,6,4,10.38
9.8,10.6,18,2,43.2
9.8,7.1,26,2,50.48
9.5,7.8,6,2,56.6
16.5,9.2,24,2,79.03
7.2,7.1,8,1,51.4
8.4,6.4,56,1,51.03
9.1,6.9,38,4,29.21
4.5,6.8,22,1,31.77
7.2,7.5,54,3,22.46
7.8,7.6,52,1,35.68
7.5,6.5,59,2,30.06
7.2,6.1,51,1,47.48
7.6,12.2,53,4,0.0
6.3,6.9,24,4,21.22
6.3,6.1,30,2,36.54
14.7,9.0,11,3,59.25
9.3,7.0,58,4,35.33
9.7,11.9,23,1,44.52
8.0,9.9,28,4,6.82
2.5,8.0,15,3,3.62
9.7,7.6,20,3,42.01
7.4,6.9,5,3,48.02
6.2,13.1,40,4,0.0
7.0,7.6,32,5,16.97
19.1,14.0,17,5,63.5
7.1,14.9,15,1,9.92
8.9,3.4,58,4,48.28
11.4,11.5,10,5,19.12
6.1,7.7,34,1,30.83
6.5,9.7,56,2,21.74
8.5,7.4,41,2,42.15
6.6,7.8,38,4,11.09
7.9,12.9,54,4,0.0
3.9,6.7,32,2,24.74
6.5,7.8,13,1,37.6
9.1,7.4,35,2,40.26
8.7,7.8,10,4,41.7
8.2,14.6,10,4,0.0
14.9,3.2,40,1,100.0
14.8,7.7,24,1,79.34
6.7,7.7,44,3,26.42
7.5,9.0,36,4,3.54
6.9,6.4,51,3,25.74
18.0,10.0,53,3,68.34
6.4,5.5,36,3,32.55
8.0,7.3,9,4,26.47
14.9,9.5,42,4,45.98
6.6,7.2,41,4,22.04
17.8,6.7,14,1,100.0
9.6,7.8,41,3,39.85
7.6,14.0,51,4,0.0
12.0,6.9,6,3,70.89
12.3,6.8,11,1,74.82
8.8,12.8,15,5,0.0
8.8,14.6,5,1,21.36
8.8,7.0,18,4,31.16
18.2,4.0,25,2,100.0
8.1,13.6,10,4,9.0
9.8,6.3,52,5,24.56
6.8,6.0,30,1,49.65
8.9,7.7,21,4,38.45
8.1,7.8,30,3,37.37
7.3,6.3,11,4,27.4
17.9,4.3,52,2,100.0
7.5,6.5,5,5,25.34
6.4,8.6,19,1,45.97
5.3,12.7,35,4,0.0
9.5,7.3,40,3,43.58
7.6,3.8,10,4,43.26
10.0,7.2,23,4,30.23
6.9,7.8,10,4,21.62
7.6,8.7,34,3,21.5
19.1,7.2,39,2,100.0
6.7,2.1,49,3,36.74
9.0,12.2,21,3,30.17
3.0,7.4,20,4,2.38
8.6,6.1,14,5,32.03
9.9,5.6,40,2,46.56
7.4,7.9,49,5,1.6
19.7,8.3,22,4,86.21
7.4,4.9,14,3,41.11
4.6,6.1,56,2,13.86
9.3,14.3,41,4,0.0
10.3,7.4,8,5,42.61
9.6,4.6,12,1,70.51
8.8,6.5,28,3,41.6
1.9,3.0,51,4,0.0
7.0,6.8,38,1,52.96
6.8,7.0,16,3,37.26
6.6,7.6,28,1,32.88
9.6,6.8,46,4,37.85
10.0,7.9,48,2,37.65
12.4,7.4,31,3,59.69
6.3,6.5,42,4,17.73
2.2,6.8,56,5,0.0
7.6,6.1,21,4,27.08
7.7,6.2,54,5,5.08
4.7,8.9,20,4,0.0
18.5,6.6,51,2,94.42
7.4,8.4,45,2,27.83
7.8,3.6,31,5,39.06
9.7,11.9,39,2,20.2
6.6,9.4,53,2,11.95
18.6,5.7,30,5,88.67
13.9,7.0,52,3,68.68
9.9,7.8,58,4,30.53
13.1,6.5,10,2,69.54
9.3,7.2,49,1,53.12
5.7,7.2,50,3,16.97
6.9,9.5,5,2,43.95
6.3,8.0,40,1,31.04
3.8,7.8,23,4,2.06
7.0,6.9,56,2,32.75
2.6,8.4,38,1,5.77
15.5,11.5,10,1,71.54
7.9,12.3,9,2,14.57
16.4,12.0,43,4,45.16
6.3,12.8,35,2,7.71
6.8,7.0,43,2,38.1
6.3,7.2,46,4,14.14
12.9,12.8,11,3,39.44
3.3,4.8,59,5,2.98
6.8,9.0,9,2,32.51
10.8,2.1,39,3,55.61
9.1,4.5,32,1,78.16
14.9,13.4,31,5,36.95
14.4,6.3,10,3,81.48
15.7,9.9,44,1,68.41
3.3,6.4,22,4,5.58
15.2,5.7,21,4,76.65
9.6,4.4,59,4,43.22
7.8,7.5,57,1,27.14
8.6,8.6,5,1,49.75
19.2,14.2,23,4,64.37
6.5,8.0,9,3,29.73
1.5,10.4,14,1,1.52
7.4,9.6,14,2,31.33
5.1,6.6,28,1,29.18
6.6,6.8,6,1,49.12
18.7,12.3,15,4,60.79
6.7,12.5,8,4,5.15
8.3,5.4,27,2,52.79
6.7,7.3,11,4,25.76
9.4,6.1,19,2,48.03
8.6,7.3,27,2,41.84
18.7,4.9,39,3,98.74
9.1,6.3,15,2,55.32
9.3,9.1,43,1,42.87
18.5,14.5,35,4,51.25
8.9,6.3,6,1,62.85
4.3,7.8,14,4,10.87
6.9,6.6,52,3,34.48
9.6,7.8,9,4,45.37
9.8,7.0,16,2,60.49
8.2,6.3,22,4,19.74
4.8,12.9,32,2,0.0
6.6,6.1,12,3,40.03
9.7,12.2,8,1,36.43
6.5,7.1,21,4,26.01
10.3,7.1,33,1,53.49
7.3,6.6,13,5,22.97
6.9,7.2,18,3,40.82
7.5,6.6,44,5,8.29
9.0,6.5,13,1,65.51
3.3,6.7,42,2,16.38
8.3,6.2,13,3,51.52
8.6,14.7,56,5,0.0
6.8,11.4,56,2,20.08
14.0,7.1,45,3,74.17
19.8,7.1,15,4,100.0
7.2,6.5,26,5,30.05
7.2,6.5,45,5,20.5
8.7,2.1,49,2,57.28
10.3,7.2,31,3,51.5
8.2,6.9,34,2,46.33
8.8,7.9,10,4,38.49
6.2,7.7,37,1,33.56
7.9,7.0,57,3,20.98
17.1,5.6,26,1,100.0
1.1,6.1,30,4,0.0
4.5,10.3,10,2,12.25
13.2,7.7,37,5,48.34
9.8,2.6,14,3,76.06
8.1,6.9,41,2,35.5
6.9,4.6,5,1,58.24
9.0,10.1,48,4,0.47
7.2,14.6,19,2,10.47
8.8,9.2,27,3,33.8
1.0,5.2,16,5,9.75
8.8,14.1,22,1,24.49
9.1,6.7,51,1,49.72
6.3,11.8,53,3,0.35
6.7,6.0,20,3,47.18
10.2,6.3,31,1,69.92
9.2,7.8,60,1,44.75
8.9,14.3,52,2,7.38
10.0,7.9,32,1,67.07
6.0,6.0,13,2,47.64
7.2,7.8,24,4,13.52
8.4,6.4,37,1,55.8
6.6,7.0,30,4,27.72
7.4,6.1,33,3,34.88
6.4,9.7,33,4,10.24
14.7,7.5,5,3,74.35
9.6,14.5,21,3,21.87
6.6,6.9,48,1,40.1
9.2,15.0,21,1,19.92
3.3,12.4,36,2,0.0
8.8,7.4,21,2,43.46
8.2,14.2,41,3,0.0
8.3,10.1,16,1,33.41
6.2,6.3,15,2,49.75
6.5,12.9,32,5,0.0
6.2,6.9,25,3,35.36
7.7,13.2,6,3,12.26
9.5,3.4,24,5,41.23
8.9,6.6,24,1,63.55
6.1,6.8,40,1,21.94
7.1,13.3,53,1,6.52
5.3,6.2,52,5,8.23
9.4,6.4,37,5,16.25
17.2,5.4,21,1,100.0
9.6,7.7,57,5,17.35
6.9,7.2,21,4,26.85
8.0,6.1,23,3,40.13
18.3,13.7,9,1,70.55
13.7,8.1,18,1,86.38
1.8,14.5,18,3,0.0
6.5,3.9,43,5,23.78
6.9,7.5,20,3,37.26
8.3,6.8,53,1,52.02
8.3,7.8,8,5,18.18
7.1,3.2,14,2,71.01
7.7,9.3,55,5,0.0
8.9,10.7,28,5,17.04
8.6,8.3,34,1,50.15
6.7,7.9,35,1,45.47
17.4,7.2,50,2,96.46
9.7,6.8,28,1,49.74
8.6,10.4,31,5,8.03
6.3,6.6,36,2,33.89
7.9,5.5,12,5,31.34
9.9,7.9,33,5,19.29
18.1,2.0,20,5,100.0
6.2,13.4,9,2,6.84
8.8,7.9,24,1,51.46
9.7,2.5,19,3,60.95
13.7,6.0,19,2,81.5
7.3,6.0,24,1,46.48
7.0,8.1,13,5,18.36
6.7,6.5,32,3,37.34
9.3,2.8,43,5,43.39
7.8,6.4,54,3,36.4
9.0,6.6,48,2,53.71
7.2,12.9,11,2,21.43
15.5,12.9,27,5,40.76
2.3,11.1,28,3,0.0
6.3,10.5,20,4,10.98
12.5,7.2,60,5,41.77
11.2,6.8,26,4,41.9
13.8,8.3,27,2,69.55
8.0,7.1,23,5,17.0
8.1,12.2,16,3,15.8
8.6,7.1,55,2,44.81
17.4,7.6,30,4,82.37
16.6,6.0,53,1,85.3
4.2,4.7,60,5,0.0
9.0,7.0,37,4,28.34
9.1,6.3,45,3,35.88
9.1,3.2,43,4,39.7
8.0,7.3,6,2,55.99
6.0,4.6,56,2,32.81
6.3,6.5,21,4,26.34
3.3,7.8,15,5,0.0
8.9,11.6,9,1,34.82
7.5,2.7,45,2,49.52
7.8,5.2,12,2,53.47
8.2,8.2,45,2,33.34
6.1,6.5,24,3,21.53
6.7,12.8,31,2,3.86
8.5,7.5,31,2,46.8
1.8,6.7,59,4,0.0
7.8,6.1,34,1,54.63
13.5,7.1,38,1,72.8
8.9,2.6,46,1,78.08
8.6,7.2,28,5,28.46
8.0,7.7,16,1,52.37
14.1,7.0,33,3,66.99
7.8,12.4,60,2,7.52
2.6,6.8,50,3,0.19
6.2,10.9,13,2,21.88
13.3,6.7,18,5,58.41
5.5,7.8,23,4,22.2
6.1,6.6,45,4,19.18
9.2,7.5,50,3,33.99
8.6,7.5,58,1,38.25
7.0,13.4,34,2,4.51
9.5,12.4,15,2,20.73
9.4,11.3,26,5,18.57
9.2,9.7,48,1,37.94
7.3,6.2,36,5,12.42
17.9,13.7,40,5,45.28
11.8,7.3,41,4,43.6
12.8,5.0,9,2,86.26
6.3,7.5,23,5,0.49
9.3,6.6,50,5,19.44
6.3,6.0,41,5,20.41
6.3,9.6,44,5,0.0
9.8,12.4,24,4,20.64
7.6,4.3,27,2,51.91
9.0,6.6,19,3,45.29
9.4,3.5,37,2,59.88
8.2,7.3,7,1,62.97
8.3,7.6,48,4,16.69
8.8,7.7,24,4,16.91
16.2,5.7,9,3,89.73
9.6,6.2,40,1,56.33
7.4,8.0,26,2,36.24
19.6,6.8,21,2,100.0
9.5,3.8,51,4,51.56
2.0,13.9,43,5,0.0
9.7,7.4,21,4,38.79
17.5,3.7,10,3,100.0
6.6,10.4,54,5,0.0
5.2,7.0,20,1,53.62
2.6,6.3,6,1,28.55
7.6,6.6,19,1,55.33
9.6,4.9,10,3,55.85
8.0,7.9,45,4,21.17
9.7,4.4,6,2,78.62
18.2,6.3,56,2,98.16
6.6,7.1,59,3,31.91
7.7,7.2,7,3,43.85
1.1,6.9,9,3,7.2
9.8,4.7,30,4,48.58
4.9,6.7,26,3,18.29
6.4,4.0,41,1,57.78
7.2,13.1,14,2,14.32
6.8,6.2,28,4,24.01
7.2,6.0,42,5,21.59
7.8,6.6,57,4,18.27
7.5,7.9,19,5,20.22
7.1,7.3,42,2,47.44
8.6,6.4,48,3,37.28
1.7,12.1,17,5,0.0
7.3,7.3,36,3,35.9
7.5,7.8,46,1,36.25
19.8,7.6,9,5,87.02
8.4,6.7,48,3,29.08
9.2,8.0,17,2,52.4
13.5,14.9,15,2,36.21
7.7,6.6,38,2,40.43
15.9,9.4,38,5,63.1
9.5,7.5,56,5,17.22
9.9,7.2,59,5,18.81
2.8,6.4,54,2,7.7
10.0,7.0,13,1,56.27
8.8,5.7,31,5,33.22
9.8,6.1,46,2,58.53
8.8,7.9,34,2,37.76
6.2,4.3,39,1,42.73
9.7,8.4,7,1,59.8
4.7,6.6,48,3,12.53
8.2,7.8,28,1,45.03
7.3,6.1,44,4,29.14
9.9,7.0,33,3,46.43
5.1,6.7,16,2,27.52
6.8,8.5,41,3,23.56
8.9,6.0,24,5,27.22
9.8,11.3,6,4,27.69
15.2,2.7,12,1,100.0
9.0,9.5,20,2,37.56
10.0,8.0,31,4,44.31
18.8,6.7,37,3,99.17
1.4,6.7,28,3,0.0
9.1,7.8,46,2,40.04
4.2,12.4,17,2,0.0
9.9,12.5,27,4,21.43
7.4,6.7,32,1,49.99
6.3,13.5,16,1,21.43
6.5,6.5,6,3,47.29
14.0,6.9,57,4,52.63
9.4,11.5,55,4,6.39
6.3,6.5,17,5,18.89
6.7,7.3,18,2,30.61
7.5,7.6,51,1,39.18
19.8,14.5,47,4,53.82
7.8,5.6,30,2,59.49
6.6,7.0,26,3,30.58
1.8,7.7,38,1,8.91
